FIPS,Primary County Coordinates,County,City,Year,Estimate
1932610,"(42.471211, -91.3673502)",Delaware ,Greeley,July 01 2010,256
1937155,"(42.471211, -91.3673502)",Delaware ,Hopkinton,July 01 2010,629
1948810,"(42.471211, -91.3673502)",Delaware ,Manchester,July 01 2010,5182
1950205,"(42.471211, -91.3673502)",Delaware ,Masonville,July 01 2010,127
1969465,"(42.471211, -91.3673502)",Delaware ,Ryan,July 01 2010,361
1999990,"(42.471211, -91.3673502)",Delaware ,Balance of Delaware County,July 01 2010,8432
1909550,"(42.471211, -91.1814707)",Des Moines ,Burlington,July 01 2010,25580
1918435,"(40.9231829, -91.1814707)",Des Moines ,Danville,July 01 2010,933
1950790,"(40.9231829, -91.1814707)",Des Moines ,Mediapolis,July 01 2010,1558
1951735,"(40.9231829, -91.1814707)",Des Moines ,Middletown,July 01 2010,315
1983685,"(40.9231829, -91.1814707)",Des Moines ,West Burlington,July 01 2010,3008
1999990,"(40.9231829, -91.1814707)",Des Moines ,Balance of Des Moines County,July 01 2010,8863
1903025,"(40.9231829, -95.1508301)",Dickinson ,Arnolds Park,July 01 2010,1134
1942600,"(43.3779848, -95.1508301)",Dickinson ,Lake Park,July 01 2010,1108
1952095,"(43.3779848, -95.1508301)",Dickinson ,Milford,July 01 2010,2898
1958710,"(43.3779848, -95.1508301)",Dickinson ,Okoboji,July 01 2010,819
1959655,"(43.3779848, -95.1508301)",Dickinson ,Orleans,July 01 2010,610
1974415,"(43.3779848, -95.1508301)",Dickinson ,Spirit Lake,July 01 2010,4867
1976440,"(43.3779848, -95.1508301)",Dickinson ,Superior,July 01 2010,130
1977520,"(43.3779848, -95.1508301)",Dickinson ,Terril,July 01 2010,367
1981615,"(43.3779848, -95.1508301)",Dickinson ,Wahpeton,July 01 2010,341
1984450,"(43.3779848, -95.1508301)",Dickinson ,West Okoboji,July 01 2010,289
1999990,"(43.3779848, -95.1508301)",Dickinson ,Balance of Dickinson County,July 01 2010,4106
1903160,"(43.3779848, -90.8824564)",Dubuque ,Asbury,July 01 2010,4486
1904375,"(42.468832, -90.8824564)",Dubuque ,Balltown,July 01 2010,65
1904510,"(42.468832, -90.8824564)",Dubuque ,Bankston,July 01 2010,25
1906085,"(42.468832, -90.8824564)",Dubuque ,Bernard,July 01 2010,112
1911305,"(42.468832, -90.8824564)",Dubuque ,Cascade (pt.),July 01 2010,1779
1912630,"(42.468832, -90.8824564)",Dubuque ,Centralia,July 01 2010,131
1922395,"(42.468832, -90.8824564)",Dubuque ,Dubuque,July 01 2010,57681
1922935,"(42.468832, -90.8824564)",Dubuque ,Durango,July 01 2010,24
1923115,"(42.468832, -90.8824564)",Dubuque ,Dyersville (pt.),July 01 2010,3886
1925725,"(42.468832, -90.8824564)",Dubuque ,Epworth,July 01 2010,1872
1926760,"(42.468832, -90.8824564)",Dubuque ,Farley,July 01 2010,1541
1931845,"(42.468832, -90.8824564)",Dubuque ,Graf,July 01 2010,79
1936885,"(42.468832, -90.8824564)",Dubuque ,Holy Cross,July 01 2010,374
1947460,"(42.468832, -90.8824564)",Dubuque ,Luxemburg,July 01 2010,240
1956550,"(42.468832, -90.8824564)",Dubuque ,New Vienna,July 01 2010,407
1962130,"(42.468832, -90.8824564)",Dubuque ,Peosta,July 01 2010,1403
1966810,"(42.468832, -90.8824564)",Dubuque ,Rickardsville,July 01 2010,180
1969690,"(42.468832, -90.8824564)",Dubuque ,Sageville,July 01 2010,104
1972660,"(42.468832, -90.8824564)",Dubuque ,Sherrill,July 01 2010,179
1987060,"(42.468832, -90.8824564)",Dubuque ,Worthington,July 01 2010,409
1987690,"(42.468832, -90.8824564)",Dubuque ,Zwingle (pt.),July 01 2010,65
1999990,"(42.468832, -90.8824564)",Dubuque ,Balance of Dubuque County,July 01 2010,18884
1902935,"(42.468832, -94.6784803)",Emmet ,Armstrong,July 01 2010,924
1921675,"(43.3780225, -94.6784803)",Emmet ,Dolliver,July 01 2010,66
1925860,"(43.3780225, -94.6784803)",Emmet ,Estherville,July 01 2010,6345
1933240,"(43.3780225, -94.6784803)",Emmet ,Gruver,July 01 2010,94
1967170,"(43.3780225, -94.6784803)",Emmet ,Ringsted,July 01 2010,421
1981975,"(43.3780225, -94.6784803)",Emmet ,Wallingford,July 01 2010,197
1999990,"(43.3780225, -94.6784803)",Emmet ,Balance of Emmet County,July 01 2010,2235
1902845,"(43.3780225, -91.8443207)",Fayette ,Arlington,July 01 2010,429
1914250,"(42.8625919, -91.8443207)",Fayette ,Clermont,July 01 2010,631
1924645,"(42.8625919, -91.8443207)",Fayette ,Elgin,July 01 2010,682
1926355,"(42.8625919, -91.8443207)",Fayette ,Fairbank (pt.),July 01 2010,296
1927165,"(42.8625919, -91.8443207)",Fayette ,Fayette,July 01 2010,1337
1935310,"(42.8625919, -91.8443207)",Fayette ,Hawkeye,July 01 2010,449
1950610,"(42.8625919, -91.8443207)",Fayette ,Maynard,July 01 2010,517
1958620,"(42.8625919, -91.8443207)",Fayette ,Oelwein,July 01 2010,6408
1965550,"(42.8625919, -91.8443207)",Fayette ,Randalia,July 01 2010,68
1970050,"(42.8625919, -91.8443207)",Fayette ,St. Lucas,July 01 2010,143
1974955,"(42.8625919, -91.8443207)",Fayette ,Stanley (pt.),July 01 2010,6
1976260,"(42.8625919, -91.8443207)",Fayette ,Sumner (pt.),July 01 2010,22
1981570,"(42.8625919, -91.8443207)",Fayette ,Wadena,July 01 2010,262
1982650,"(42.8625919, -91.8443207)",Fayette ,Waucoma,July 01 2010,259
1984180,"(42.8625919, -91.8443207)",Fayette ,Westgate,July 01 2010,211
1984765,"(42.8625919, -91.8443207)",Fayette ,West Union,July 01 2010,2484
1999990,"(42.8625919, -91.8443207)",Fayette ,Balance of Fayette County,July 01 2010,6655
1912765,"(42.8625919, -92.7890033)",Floyd ,Charles City,July 01 2010,7650
1915465,"(43.0599208, -92.7890033)",Floyd ,Colwell,July 01 2010,73
1928020,"(43.0599208, -92.7890033)",Floyd ,Floyd,July 01 2010,335
1932745,"(43.0599208, -92.7890033)",Floyd ,Greene (pt.),July 01 2010,0
1949305,"(43.0599208, -92.7890033)",Floyd ,Marble Rock,July 01 2010,307
1955335,"(43.0599208, -92.7890033)",Floyd ,Nashua (pt.),July 01 2010,2
1956910,"(43.0599208, -92.7890033)",Floyd ,Nora Springs (pt.),July 01 2010,1431
1968070,"(43.0599208, -92.7890033)",Floyd ,Rockford,July 01 2010,860
1969195,"(43.0599208, -92.7890033)",Floyd ,Rudd,July 01 2010,369
1999990,"(43.0599208, -92.7890033)",Floyd ,Balance of Floyd County,July 01 2010,5273
1900190,"(43.0599208, -93.262473)",Franklin ,Ackley (pt.),July 01 2010,40
1901090,"(42.7325458, -93.262473)",Franklin ,Alexander,July 01 2010,175
1916815,"(42.7325458, -93.262473)",Franklin ,Coulter,July 01 2010,281
1922305,"(42.7325458, -93.262473)",Franklin ,Dows (pt.),July 01 2010,78
1930135,"(42.7325458, -93.262473)",Franklin ,Geneva,July 01 2010,165
1933960,"(42.7325458, -93.262473)",Franklin ,Hampton,July 01 2010,4466
1934365,"(42.7325458, -93.262473)",Franklin ,Hansell,July 01 2010,98
1943590,"(42.7325458, -93.262473)",Franklin ,Latimer,July 01 2010,508
1964110,"(42.7325458, -93.262473)",Franklin ,Popejoy,July 01 2010,79
1972210,"(42.7325458, -93.262473)",Franklin ,Sheffield,July 01 2010,1174
1999990,"(42.7325458, -93.262473)",Franklin ,Balance of Franklin County,July 01 2010,3628
1926985,"(42.7325458, -95.6046765)",Fremont ,Farragut,July 01 2010,484
1933780,"(40.7455892, -95.6046765)",Fremont ,Hamburg,July 01 2010,1184
1938055,"(40.7455892, -95.6046765)",Fremont ,Imogene,July 01 2010,72
1965640,"(40.7455892, -95.6046765)",Fremont ,Randolph,July 01 2010,168
1967575,"(40.7455892, -95.6046765)",Fremont ,Riverton,July 01 2010,303
1972525,"(40.7455892, -95.6046765)",Fremont ,Shenandoah (pt.),July 01 2010,0
1973065,"(40.7455892, -95.6046765)",Fremont ,Sidney,July 01 2010,1135
1976935,"(40.7455892, -95.6046765)",Fremont ,Tabor (pt.),July 01 2010,954
1977970,"(40.7455892, -95.6046765)",Fremont ,Thurman,July 01 2010,228
1999990,"(40.7455892, -95.6046765)",Fremont ,Balance of Fremont County,July 01 2010,2902
1913350,"(40.7455892, -94.3968356)",Greene ,Churdan,July 01 2010,387
1918345,"(42.0362394, -94.3968356)",Greene ,Dana,July 01 2010,71
1931980,"(42.0362394, -94.3968356)",Greene ,Grand Junction,July 01 2010,825
1939450,"(42.0362394, -94.3968356)",Greene ,Jefferson,July 01 2010,4350
1961815,"(42.0362394, -94.3968356)",Greene ,Paton,July 01 2010,236
1965505,"(42.0362394, -94.3968356)",Greene ,Ralston (pt.),July 01 2010,2
1967215,"(42.0362394, -94.3968356)",Greene ,Rippey,July 01 2010,293
1971310,"(42.0362394, -94.3968356)",Greene ,Scranton,July 01 2010,558
1999990,"(42.0362394, -94.3968356)",Greene ,Balance of Greene County,July 01 2010,2628
1905140,"(42.0362394, -92.7914177)",Grundy ,Beaman,July 01 2010,191
1915825,"(42.4018651, -92.7914177)",Grundy ,Conrad,July 01 2010,1108
1921405,"(42.4018651, -92.7914177)",Grundy ,Dike,July 01 2010,1212
1933195,"(42.4018651, -92.7914177)",Grundy ,Grundy Center,July 01 2010,2707
1936705,"(42.4018651, -92.7914177)",Grundy ,Holland,July 01 2010,282
1954165,"(42.4018651, -92.7914177)",Grundy ,Morrison,July 01 2010,94
1966315,"(42.4018651, -92.7914177)",Grundy ,Reinbeck,July 01 2010,1670
1975720,"(42.4018651, -92.7914177)",Grundy ,Stout,July 01 2010,224
1983325,"(42.4018651, -92.7914177)",Grundy ,Wellsburg,July 01 2010,707
1999990,"(42.4018651, -92.7914177)",Grundy ,Balance of Grundy County,July 01 2010,4262
1900370,"(42.4018651, -94.501055)",Guthrie ,Adair (pt.),July 01 2010,19
1904240,"(41.6837548, -94.501055)",Guthrie ,Bagley,July 01 2010,303
1904960,"(41.6837548, -94.501055)",Guthrie ,Bayard,July 01 2010,471
1911395,"(41.6837548, -94.501055)",Guthrie ,Casey (pt.),July 01 2010,416
1916050,"(41.6837548, -94.501055)",Guthrie ,Coon Rapids (pt.),July 01 2010,0
1933420,"(41.6837548, -94.501055)",Guthrie ,Guthrie Center,July 01 2010,1562
1939225,"(41.6837548, -94.501055)",Guthrie ,Jamaica,July 01 2010,224
1951105,"(41.6837548, -94.501055)",Guthrie ,Menlo,July 01 2010,353
1961320,"(41.6837548, -94.501055)",Guthrie ,Panora,July 01 2010,1120
1975990,"(41.6837548, -94.501055)",Guthrie ,Stuart (pt.),July 01 2010,952
1987285,"(41.6837548, -94.501055)",Guthrie ,Yale,July 01 2010,246
1999990,"(41.6837548, -94.501055)",Guthrie ,Balance of Guthrie County,July 01 2010,5281
1906760,"(41.6837548, -93.7068085)",Hamilton ,Blairsburg,July 01 2010,217
1925050,"(42.3837722, -93.7068085)",Hamilton ,Ellsworth,July 01 2010,530
1939675,"(42.3837722, -93.7068085)",Hamilton ,Jewell Junction,July 01 2010,1212
1940215,"(42.3837722, -93.7068085)",Hamilton ,Kamrar,July 01 2010,199
1965595,"(42.3837722, -93.7068085)",Hamilton ,Randall,July 01 2010,173
1974910,"(42.3837722, -93.7068085)",Hamilton ,Stanhope,July 01 2010,421
1975810,"(42.3837722, -93.7068085)",Hamilton ,Stratford (pt.),July 01 2010,712
1983145,"(42.3837722, -93.7068085)",Hamilton ,Webster City,July 01 2010,8050
1985800,"(42.3837722, -93.7068085)",Hamilton ,Williams,July 01 2010,343
1999990,"(42.3837722, -93.7068085)",Hamilton ,Balance of Hamilton County,July 01 2010,3783
1908605,"(42.3837722, -93.7342723)",Hancock ,Britt,July 01 2010,2063
1916590,"(43.0818861, -93.7342723)",Hancock ,Corwith,July 01 2010,308
1917670,"(43.0818861, -93.7342723)",Hancock ,Crystal Lake,July 01 2010,249
1928380,"(43.0818861, -93.7342723)",Hancock ,Forest City (pt.),July 01 2010,338
1929955,"(43.0818861, -93.7342723)",Hancock ,Garner,July 01 2010,3120
1931575,"(43.0818861, -93.7342723)",Hancock ,Goodell,July 01 2010,139
1940260,"(43.0818861, -93.7342723)",Hancock ,Kanawha,July 01 2010,650
1941655,"(43.0818861, -93.7342723)",Hancock ,Klemme,July 01 2010,505
1986700,"(43.0818861, -93.7342723)",Hancock ,Woden,July 01 2010,228
1999990,"(43.0818861, -93.7342723)",Hancock ,Balance of Hancock County,July 01 2010,3707
1900190,"(43.0818861, -93.2404025)",Hardin ,Ackley (pt.),July 01 2010,1550
1901045,"(42.3838803, -93.2404025)",Hardin ,Alden,July 01 2010,788
1909100,"(42.3838803, -93.2404025)",Hardin ,Buckeye,July 01 2010,108
1924465,"(42.3838803, -93.2404025)",Hardin ,Eldora,July 01 2010,2731
1937425,"(42.3838803, -93.2404025)",Hardin ,Hubbard,July 01 2010,846
1938640,"(42.3838803, -93.2404025)",Hardin ,Iowa Falls,July 01 2010,5239
1956415,"(42.3838803, -93.2404025)",Hardin ,New Providence,July 01 2010,228
1960555,"(42.3838803, -93.2404025)",Hardin ,Owasa,July 01 2010,43
1965370,"(42.3838803, -93.2404025)",Hardin ,Radcliffe,July 01 2010,545
1975180,"(42.3838803, -93.2404025)",Hardin ,Steamboat Rock,July 01 2010,310
1979545,"(42.3838803, -93.2404025)",Hardin ,Union,July 01 2010,397
1985305,"(42.3838803, -93.2404025)",Hardin ,Whitten,July 01 2010,149
1999990,"(42.3838803, -93.2404025)",Hardin ,Balance of Hardin County,July 01 2010,4603
1922890,"(42.3838803, -95.8169209)",Harrison ,Dunlap (pt.),July 01 2010,1041
1945840,"(41.6828528, -95.8169209)",Harrison ,Little Sioux,July 01 2010,170
1946155,"(41.6828528, -95.8169209)",Harrison ,Logan,July 01 2010,1533
1948495,"(41.6828528, -95.8169209)",Harrison ,Magnolia,July 01 2010,183
1952860,"(41.6828528, -95.8169209)",Harrison ,Missouri Valley,July 01 2010,2832
1952995,"(41.6828528, -95.8169209)",Harrison ,Modale,July 01 2010,283
1953175,"(41.6828528, -95.8169209)",Harrison ,Mondamin,July 01 2010,401
1962445,"(41.6828528, -95.8169209)",Harrison ,Persia,July 01 2010,319
1963075,"(41.6828528, -95.8169209)",Harrison ,Pisgah,July 01 2010,251
1986835,"(41.6828528, -95.8169209)",Harrison ,Woodbine,July 01 2010,1484
1999990,"(41.6828528, -95.8169209)",Harrison ,Balance of Harrison County,July 01 2010,6430
1916140,"(41.6828528, -91.5445241)",Henry ,Coppock (pt.),July 01 2010,30
1936390,"(40.9879383, -91.5445241)",Henry ,Hillsboro,July 01 2010,180
1954705,"(40.9879383, -91.5445241)",Henry ,Mount Pleasant,July 01 2010,8659
1954795,"(40.9879383, -91.5445241)",Henry ,Mount Union,July 01 2010,107
1956325,"(40.9879383, -91.5445241)",Henry ,New London,July 01 2010,1891
1958890,"(40.9879383, -91.5445241)",Henry ,Olds,July 01 2010,228
1968565,"(40.9879383, -91.5445241)",Henry ,Rome,July 01 2010,117
1970230,"(40.9879383, -91.5445241)",Henry ,Salem,July 01 2010,382
1982965,"(40.9879383, -91.5445241)",Henry ,Wayland,July 01 2010,963
1984835,"(40.9879383, -91.5445241)",Henry ,Westwood,July 01 2010,112
1986385,"(40.9879383, -91.5445241)",Henry ,Winfield,July 01 2010,1132
1999990,"(40.9879383, -91.5445241)",Henry ,Balance of Henry County,July 01 2010,6311
1913125,"(40.9879383, -92.3171989)",Howard ,Chester,July 01 2010,127
1917220,"(43.3567673, -92.3171989)",Howard ,Cresco,July 01 2010,3865
1925095,"(43.3567673, -92.3171989)",Howard ,Elma,July 01 2010,547
1945165,"(43.3567673, -92.3171989)",Howard ,Lime Springs,July 01 2010,505
1965010,"(43.3567673, -92.3171989)",Howard ,Protivin (pt.),July 01 2010,262
1966585,"(43.3567673, -92.3171989)",Howard ,Riceville (pt.),July 01 2010,318
1999990,"(43.3567673, -92.3171989)",Howard ,Balance of Howard County,July 01 2010,3937
1907210,"(43.3567673, -94.2071868)",Humboldt ,Bode,July 01 2010,301
1908065,"(42.7764686, -94.2071868)",Humboldt ,Bradgate,July 01 2010,86
1918075,"(42.7764686, -94.2071868)",Humboldt ,Dakota City,July 01 2010,842
1930945,"(42.7764686, -94.2071868)",Humboldt ,Gilmore City (pt.),July 01 2010,280
1934455,"(42.7764686, -94.2071868)",Humboldt ,Hardy,July 01 2010,47
1937560,"(42.7764686, -94.2071868)",Humboldt ,Humboldt,July 01 2010,4682
1945975,"(42.7764686, -94.2071868)",Humboldt ,Livermore,July 01 2010,383
1947370,"(42.7764686, -94.2071868)",Humboldt ,Lu Verne (pt.),July 01 2010,36
1960420,"(42.7764686, -94.2071868)",Humboldt ,Ottosen,July 01 2010,55
1962985,"(42.7764686, -94.2071868)",Humboldt ,Pioneer,July 01 2010,23
1966450,"(42.7764686, -94.2071868)",Humboldt ,Renwick,July 01 2010,242
1969375,"(42.7764686, -94.2071868)",Humboldt ,Rutland,July 01 2010,126
1977790,"(42.7764686, -94.2071868)",Humboldt ,Thor,July 01 2010,186
1999990,"(42.7764686, -94.2071868)",Humboldt ,Balance of Humboldt County,July 01 2010,2510
1903115,"(42.7764686, -95.5134962)",Ida ,Arthur,July 01 2010,205
1904870,"(42.3868747, -95.5134962)",Ida ,Battle Creek,July 01 2010,711
1929595,"(42.3868747, -95.5134962)",Ida ,Galva,July 01 2010,433
1936840,"(42.3868747, -95.5134962)",Ida ,Holstein,July 01 2010,1393
1938010,"(42.3868747, -95.5134962)",Ida ,Ida Grove,July 01 2010,2136
1999990,"(42.3868747, -95.5134962)",Ida ,Balance of Ida County,July 01 2010,2189
1942330,"(42.3868747, -92.065524)",Iowa ,Ladora,July 01 2010,282
1949395,"(41.6863229, -92.065524)",Iowa ,Marengo,July 01 2010,2523
1952230,"(41.6863229, -92.065524)",Iowa ,Millersburg,July 01 2010,159
1957225,"(41.6863229, -92.065524)",Iowa ,North English (pt.),July 01 2010,1031
1961770,"(41.6863229, -92.065524)",Iowa ,Parnell,July 01 2010,193
1980805,"(41.6863229, -92.065524)",Iowa ,Victor (pt.),July 01 2010,777
1985845,"(41.6863229, -92.065524)",Iowa ,Williamsburg,July 01 2010,3071
1999990,"(41.6863229, -92.065524)",Iowa ,Balance of Iowa County,July 01 2010,8302
1902125,"(41.6863229, -90.5742294)",Jackson ,Andrew,July 01 2010,434
1904330,"(42.1717426, -90.5742294)",Jackson ,Baldwin,July 01 2010,109
1905635,"(42.1717426, -90.5742294)",Jackson ,Bellevue,July 01 2010,2189
1943050,"(42.1717426, -90.5742294)",Jackson ,La Motte,July 01 2010,260
1949215,"(42.1717426, -90.5742294)",Jackson ,Maquoketa (pt.),July 01 2010,6130
1952050,"(42.1717426, -90.5742294)",Jackson ,Miles,July 01 2010,456
1953265,"(42.1717426, -90.5742294)",Jackson ,Monmouth,July 01 2010,153
1964605,"(42.1717426, -90.5742294)",Jackson ,Preston,July 01 2010,1011
1969510,"(42.1717426, -90.5742294)",Jackson ,Sabula,July 01 2010,576
1969960,"(42.1717426, -90.5742294)",Jackson ,St. Donatus,July 01 2010,135
1974460,"(42.1717426, -90.5742294)",Jackson ,Spragueville,July 01 2010,81
1974505,"(42.1717426, -90.5742294)",Jackson ,Springbrook,July 01 2010,144
1987690,"(42.1717426, -90.5742294)",Jackson ,Zwingle (pt.),July 01 2010,26
1999990,"(42.1717426, -90.5742294)",Jackson ,Balance of Jackson County,July 01 2010,8128
1904915,"(42.1717426, -93.053765)",Jasper ,Baxter,July 01 2010,1100
1915060,"(41.6860394, -93.053765)",Jasper ,Colfax,July 01 2010,2089
1940440,"(41.6860394, -93.053765)",Jasper ,Kellogg,July 01 2010,599
1942870,"(41.6860394, -93.053765)",Jasper ,Lambs Grove,July 01 2010,172
1947595,"(41.6860394, -93.053765)",Jasper ,Lynnville,July 01 2010,379
1952815,"(41.6860394, -93.053765)",Jasper ,Mingo,July 01 2010,302
1952950,"(41.6860394, -93.053765)",Jasper ,Mitchellville (pt.),July 01 2010,26
1953355,"(41.6860394, -93.053765)",Jasper ,Monroe,July 01 2010,1829
1956505,"(41.6860394, -93.053765)",Jasper ,Newton,July 01 2010,15244
1958170,"(41.6860394, -93.053765)",Jasper ,Oakland Acres,July 01 2010,156
1964470,"(41.6860394, -93.053765)",Jasper ,Prairie City,July 01 2010,1679
1965955,"(41.6860394, -93.053765)",Jasper ,Reasnor,July 01 2010,152
1976035,"(41.6860394, -93.053765)",Jasper ,Sully,July 01 2010,820
1980175,"(41.6860394, -93.053765)",Jasper ,Valeria,July 01 2010,57
1999990,"(41.6860394, -93.053765)",Jasper ,Balance of Jasper County,July 01 2010,12215
1904825,"(41.6860394, -91.9488774)",Jefferson ,Batavia,July 01 2010,498
1916140,"(41.0317596, -91.9488774)",Jefferson ,Coppock (pt.),July 01 2010,4
1926445,"(41.0317596, -91.9488774)",Jefferson ,Fairfield,July 01 2010,9454
1944985,"(41.0317596, -91.9488774)",Jefferson ,Libertyville,July 01 2010,315
1946065,"(41.0317596, -91.9488774)",Jefferson ,Lockridge,July 01 2010,268
1948500,"(41.0317596, -91.9488774)",Jefferson ,Maharishi Vedic City,July 01 2010,1294
1960915,"(41.0317596, -91.9488774)",Jefferson ,Packwood,July 01 2010,204
1963615,"(41.0317596, -91.9488774)",Jefferson ,Pleasant Plain,July 01 2010,93
1999990,"(41.0317596, -91.9488774)",Jefferson ,Balance of Jefferson County,July 01 2010,4695
1916230,"(41.0317596, -91.5880849)",Johnson ,Coralville,July 01 2010,18934
1936345,"(41.6715511, -91.5880849)",Johnson ,Hills,July 01 2010,713
1938595,"(41.6715511, -91.5880849)",Johnson ,Iowa City,July 01 2010,68017
1946335,"(41.6715511, -91.5880849)",Johnson ,Lone Tree,July 01 2010,1307
1957360,"(41.6715511, -91.5880849)",Johnson ,North Liberty,July 01 2010,13638
1960645,"(41.6715511, -91.5880849)",Johnson ,Oxford,July 01 2010,805
1972840,"(41.6715511, -91.5880849)",Johnson ,Shueyville,July 01 2010,569
1973875,"(41.6715511, -91.5880849)",Johnson ,Solon,July 01 2010,2095
1976890,"(41.6715511, -91.5880849)",Johnson ,Swisher,July 01 2010,879
1978060,"(41.6715511, -91.5880849)",Johnson ,Tiffin,July 01 2010,1965
1979770,"(41.6715511, -91.5880849)",Johnson ,University Heights,July 01 2010,1053
1983595,"(41.6715511, -91.5880849)",Johnson ,West Branch (pt.),July 01 2010,95
1999990,"(41.6715511, -91.5880849)",Johnson ,Balance of Johnson County,July 01 2010,21223
1901990,"(41.6715511, -91.1314352)",Jones ,Anamosa,July 01 2010,5548
1911305,"(42.1212397, -91.1314352)",Jones ,Cascade (pt.),July 01 2010,403
1912225,"(42.1212397, -91.1314352)",Jones ,Center Junction,July 01 2010,253
1949845,"(42.1212397, -91.1314352)",Jones ,Martelle,July 01 2010,3792
1953625,"(42.1212397, -91.1314352)",Jones ,Monticello,July 01 2010,115
1958980,"(42.1212397, -91.1314352)",Jones ,Olin,July 01 2010,699
1959250,"(42.1212397, -91.1314352)",Jones ,Onslow,July 01 2010,197
1960690,"(42.1212397, -91.1314352)",Jones ,Oxford Junction,July 01 2010,497
1987240,"(42.1212397, -91.1314352)",Jones ,Wyoming,July 01 2010,516
1999990,"(42.1212397, -91.1314352)",Jones ,Balance of Jones County,July 01 2010,8651
1919855,"(42.1212397, -92.1786426)",Keokuk ,Delta,July 01 2010,327
1930540,"(42.1212397, -92.1786426)",Keokuk ,Gibson,July 01 2010,61
1934545,"(41.336465, -92.1786426)",Keokuk ,Harper,July 01 2010,114
1935445,"(41.336465, -92.1786426)",Keokuk ,Hayesville,July 01 2010,50
1935670,"(41.336465, -92.1786426)",Keokuk ,Hedrick,July 01 2010,764
1940980,"(41.336465, -92.1786426)",Keokuk ,Keota (pt.),July 01 2010,1010
1941070,"(41.336465, -92.1786426)",Keokuk ,Keswick,July 01 2010,245
1941475,"(41.336465, -92.1786426)",Keokuk ,Kinross,July 01 2010,73
1949935,"(41.336465, -92.1786426)",Keokuk ,Martinsburg,July 01 2010,112
1957225,"(41.336465, -92.1786426)",Keokuk ,North English (pt.),July 01 2010,9
1959070,"(41.336465, -92.1786426)",Keokuk ,Ollie,July 01 2010,215
1966720,"(41.336465, -92.1786426)",Keokuk ,Richland,July 01 2010,583
1973110,"(41.336465, -92.1786426)",Keokuk ,Sigourney,July 01 2010,2056
1974055,"(41.336465, -92.1786426)",Keokuk ,South English,July 01 2010,212
1977835,"(41.336465, -92.1786426)",Keokuk ,Thornburg,July 01 2010,67
1983055,"(41.336465, -92.1786426)",Keokuk ,Webster,July 01 2010,88
1984900,"(41.336465, -92.1786426)",Keokuk ,What Cheer,July 01 2010,645
1999990,"(41.336465, -92.1786426)",Keokuk ,Balance of Keokuk County,July 01 2010,3866
1901135,"(41.336465, -94.2067199)",Kossuth ,Algona,July 01 2010,5553
1904420,"(41.336465, -94.2067199)",Kossuth ,Bancroft,July 01 2010,733
1909685,"(43.20413, -94.2067199)",Kossuth ,Burt,July 01 2010,532
1927210,"(43.20413, -94.2067199)",Kossuth ,Fenton,July 01 2010,279
1942825,"(43.20413, -94.2067199)",Kossuth ,Lakota,July 01 2010,293
1944130,"(43.20413, -94.2067199)",Kossuth ,Ledyard,July 01 2010,130
1946290,"(43.20413, -94.2067199)",Kossuth ,Lone Rock,July 01 2010,146
1947370,"(43.20413, -94.2067199)",Kossuth ,Lu Verne (pt.),July 01 2010,225
1976755,"(43.20413, -94.2067199)",Kossuth ,Swea City,July 01 2010,542
1978330,"(43.20413, -94.2067199)",Kossuth ,Titonka,July 01 2010,478
1983415,"(43.20413, -94.2067199)",Kossuth ,Wesley,July 01 2010,389
1983550,"(43.20413, -94.2067199)",Kossuth ,West Bend (pt.),July 01 2010,24
1985260,"(43.20413, -94.2067199)",Kossuth ,Whittemore,July 01 2010,503
1999990,"(43.20413, -94.2067199)",Kossuth ,Balance of Kossuth County,July 01 2010,5698
1921810,"(43.20413, -91.479264)",Lee ,Donnellson,July 01 2010,912
1928605,"(43.20413, -91.479264)",Lee ,Fort Madison,July 01 2010,11041
1928740,"(40.6419764, -91.479264)",Lee ,Franklin,July 01 2010,143
1937335,"(40.6419764, -91.479264)",Lee ,Houghton,July 01 2010,146
1940845,"(40.6419764, -91.479264)",Lee ,Keokuk,July 01 2010,10769
1953760,"(40.6419764, -91.479264)",Lee ,Montrose,July 01 2010,898
1970185,"(40.6419764, -91.479264)",Lee ,St. Paul,July 01 2010,129
1984585,"(40.6419764, -91.479264)",Lee ,West Point,July 01 2010,966
1999990,"(40.6419764, -91.479264)",Lee ,Balance of Lee County,July 01 2010,10834
1901000,"(40.6419764, -91.5989646)",Linn ,Alburnett,July 01 2010,673
1906175,"(40.6419764, -91.5989646)",Linn ,Bertram,July 01 2010,292
1912000,"(42.0789478, -91.5989646)",Linn ,Cedar Rapids,July 01 2010,126714
1912270,"(42.0789478, -91.5989646)",Linn ,Center Point,July 01 2010,2426
1912495,"(42.0789478, -91.5989646)",Linn ,Central City,July 01 2010,1261
1914925,"(42.0789478, -91.5989646)",Linn ,Coggon,July 01 2010,670
1925365,"(42.0789478, -91.5989646)",Linn ,Ely,July 01 2010,1794
1926400,"(42.0789478, -91.5989646)",Linn ,Fairfax,July 01 2010,2145
1935940,"(42.0789478, -91.5989646)",Linn ,Hiawatha,July 01 2010,7018
1945615,"(42.0789478, -91.5989646)",Linn ,Lisbon,July 01 2010,2146
1949485,"(42.0789478, -91.5989646)",Linn ,Marion,July 01 2010,35231
1954840,"(42.0789478, -91.5989646)",Linn ,Mount Vernon,July 01 2010,4494
1961230,"(42.0789478, -91.5989646)",Linn ,Palo,July 01 2010,957
