FIPS,Primary County Coordinates,County,City,Year,Estimate
1959655,"(43.3779848, -95.1508301)",Dickinson ,Orleans,July 02 2012,616
1974415,"(43.3779848, -95.1508301)",Dickinson ,Spirit Lake,July 02 2012,4970
1976440,"(43.3779848, -95.1508301)",Dickinson ,Superior,July 02 2012,131
1977520,"(43.3779848, -95.1508301)",Dickinson ,Terril,July 02 2012,369
1981615,"(43.3779848, -95.1508301)",Dickinson ,Wahpeton,July 02 2012,355
1984450,"(43.3779848, -95.1508301)",Dickinson ,West Okoboji,July 02 2012,294
1999990,"(43.3779848, -95.1508301)",Dickinson ,Balance of Dickinson County,July 02 2012,4145
1903160,"(43.3779848, -90.8824564)",Dubuque ,Asbury,July 02 2012,4878
1904375,"(42.468832, -90.8824564)",Dubuque ,Balltown,July 02 2012,65
1904510,"(42.468832, -90.8824564)",Dubuque ,Bankston,July 02 2012,25
1906085,"(42.468832, -90.8824564)",Dubuque ,Bernard,July 02 2012,111
1911305,"(42.468832, -90.8824564)",Dubuque ,Cascade (pt.),July 02 2012,1802
1912630,"(42.468832, -90.8824564)",Dubuque ,Centralia,July 02 2012,130
1922395,"(42.468832, -90.8824564)",Dubuque ,Dubuque,July 02 2012,58231
1922935,"(42.468832, -90.8824564)",Dubuque ,Durango,July 02 2012,24
1923115,"(42.468832, -90.8824564)",Dubuque ,Dyersville (pt.),July 02 2012,3878
1925725,"(42.468832, -90.8824564)",Dubuque ,Epworth,July 02 2012,1915
1926760,"(42.468832, -90.8824564)",Dubuque ,Farley,July 02 2012,1568
1931845,"(42.468832, -90.8824564)",Dubuque ,Graf,July 02 2012,79
1936885,"(42.468832, -90.8824564)",Dubuque ,Holy Cross,July 02 2012,372
1947460,"(42.468832, -90.8824564)",Dubuque ,Luxemburg,July 02 2012,248
1956550,"(42.468832, -90.8824564)",Dubuque ,New Vienna,July 02 2012,425
1962130,"(42.468832, -90.8824564)",Dubuque ,Peosta,July 02 2012,1494
1966810,"(42.468832, -90.8824564)",Dubuque ,Rickardsville,July 02 2012,179
1969690,"(42.468832, -90.8824564)",Dubuque ,Sageville,July 02 2012,103
1972660,"(42.468832, -90.8824564)",Dubuque ,Sherrill,July 02 2012,180
1987060,"(42.468832, -90.8824564)",Dubuque ,Worthington,July 02 2012,407
1987690,"(42.468832, -90.8824564)",Dubuque ,Zwingle (pt.),July 02 2012,65
1999990,"(42.468832, -90.8824564)",Dubuque ,Balance of Dubuque County,July 02 2012,19032
1902935,"(42.468832, -94.6784803)",Emmet ,Armstrong,July 02 2012,914
1921675,"(43.3780225, -94.6784803)",Emmet ,Dolliver,July 02 2012,66
1925860,"(43.3780225, -94.6784803)",Emmet ,Estherville,July 02 2012,6100
1933240,"(43.3780225, -94.6784803)",Emmet ,Gruver,July 02 2012,92
1967170,"(43.3780225, -94.6784803)",Emmet ,Ringsted,July 02 2012,408
1981975,"(43.3780225, -94.6784803)",Emmet ,Wallingford,July 02 2012,192
1999990,"(43.3780225, -94.6784803)",Emmet ,Balance of Emmet County,July 02 2012,2192
1902845,"(43.3780225, -91.8443207)",Fayette ,Arlington,July 02 2012,426
1914250,"(42.8625919, -91.8443207)",Fayette ,Clermont,July 02 2012,631
1924645,"(42.8625919, -91.8443207)",Fayette ,Elgin,July 02 2012,674
1926355,"(42.8625919, -91.8443207)",Fayette ,Fairbank (pt.),July 02 2012,294
1927165,"(42.8625919, -91.8443207)",Fayette ,Fayette,July 02 2012,1437
1935310,"(42.8625919, -91.8443207)",Fayette ,Hawkeye,July 02 2012,441
1950610,"(42.8625919, -91.8443207)",Fayette ,Maynard,July 02 2012,512
1958620,"(42.8625919, -91.8443207)",Fayette ,Oelwein,July 02 2012,6352
1965550,"(42.8625919, -91.8443207)",Fayette ,Randalia,July 02 2012,67
1970050,"(42.8625919, -91.8443207)",Fayette ,St. Lucas,July 02 2012,142
1974955,"(42.8625919, -91.8443207)",Fayette ,Stanley (pt.),July 02 2012,6
1976260,"(42.8625919, -91.8443207)",Fayette ,Sumner (pt.),July 02 2012,22
1981570,"(42.8625919, -91.8443207)",Fayette ,Wadena,July 02 2012,260
1982650,"(42.8625919, -91.8443207)",Fayette ,Waucoma,July 02 2012,261
1984180,"(42.8625919, -91.8443207)",Fayette ,Westgate,July 02 2012,209
1984765,"(42.8625919, -91.8443207)",Fayette ,West Union,July 02 2012,2480
1999990,"(42.8625919, -91.8443207)",Fayette ,Balance of Fayette County,July 02 2012,6589
1912765,"(42.8625919, -92.7890033)",Floyd ,Charles City,July 02 2012,7533
1915465,"(43.0599208, -92.7890033)",Floyd ,Colwell,July 02 2012,72
1928020,"(43.0599208, -92.7890033)",Floyd ,Floyd,July 02 2012,331
1932745,"(43.0599208, -92.7890033)",Floyd ,Greene (pt.),July 02 2012,0
1949305,"(43.0599208, -92.7890033)",Floyd ,Marble Rock,July 02 2012,304
1955335,"(43.0599208, -92.7890033)",Floyd ,Nashua (pt.),July 02 2012,2
1956910,"(43.0599208, -92.7890033)",Floyd ,Nora Springs (pt.),July 02 2012,1419
1968070,"(43.0599208, -92.7890033)",Floyd ,Rockford,July 02 2012,851
1969195,"(43.0599208, -92.7890033)",Floyd ,Rudd,July 02 2012,365
1999990,"(43.0599208, -92.7890033)",Floyd ,Balance of Floyd County,July 02 2012,5230
1900190,"(43.0599208, -93.262473)",Franklin ,Ackley (pt.),July 02 2012,40
1901090,"(42.7325458, -93.262473)",Franklin ,Alexander,July 02 2012,173
1916815,"(42.7325458, -93.262473)",Franklin ,Coulter,July 02 2012,278
1922305,"(42.7325458, -93.262473)",Franklin ,Dows (pt.),July 02 2012,77
1930135,"(42.7325458, -93.262473)",Franklin ,Geneva,July 02 2012,163
1933960,"(42.7325458, -93.262473)",Franklin ,Hampton,July 02 2012,4388
1934365,"(42.7325458, -93.262473)",Franklin ,Hansell,July 02 2012,97
1943590,"(42.7325458, -93.262473)",Franklin ,Latimer,July 02 2012,498
1964110,"(42.7325458, -93.262473)",Franklin ,Popejoy,July 02 2012,78
1972210,"(42.7325458, -93.262473)",Franklin ,Sheffield,July 02 2012,1161
1999990,"(42.7325458, -93.262473)",Franklin ,Balance of Franklin County,July 02 2012,3570
1926985,"(42.7325458, -95.6046765)",Fremont ,Farragut,July 02 2012,462
1933780,"(40.7455892, -95.6046765)",Fremont ,Hamburg,July 02 2012,1134
1938055,"(40.7455892, -95.6046765)",Fremont ,Imogene,July 02 2012,69
1965640,"(40.7455892, -95.6046765)",Fremont ,Randolph,July 02 2012,161
1967575,"(40.7455892, -95.6046765)",Fremont ,Riverton,July 02 2012,291
1972525,"(40.7455892, -95.6046765)",Fremont ,Shenandoah (pt.),July 02 2012,0
1973065,"(40.7455892, -95.6046765)",Fremont ,Sidney,July 02 2012,1085
1976935,"(40.7455892, -95.6046765)",Fremont ,Tabor (pt.),July 02 2012,914
1977970,"(40.7455892, -95.6046765)",Fremont ,Thurman,July 02 2012,222
1999990,"(40.7455892, -95.6046765)",Fremont ,Balance of Fremont County,July 02 2012,2805
1913350,"(40.7455892, -94.3968356)",Greene ,Churdan,July 02 2012,376
1918345,"(42.0362394, -94.3968356)",Greene ,Dana,July 02 2012,70
1931980,"(42.0362394, -94.3968356)",Greene ,Grand Junction,July 02 2012,806
1939450,"(42.0362394, -94.3968356)",Greene ,Jefferson,July 02 2012,4270
1961815,"(42.0362394, -94.3968356)",Greene ,Paton,July 02 2012,232
1965505,"(42.0362394, -94.3968356)",Greene ,Ralston (pt.),July 02 2012,2
1967215,"(42.0362394, -94.3968356)",Greene ,Rippey,July 02 2012,287
1971310,"(42.0362394, -94.3968356)",Greene ,Scranton,July 02 2012,544
1999990,"(42.0362394, -94.3968356)",Greene ,Balance of Greene County,July 02 2012,2584
1905140,"(42.0362394, -92.7914177)",Grundy ,Beaman,July 02 2012,193
1915825,"(42.4018651, -92.7914177)",Grundy ,Conrad,July 02 2012,1109
1921405,"(42.4018651, -92.7914177)",Grundy ,Dike,July 02 2012,1229
1933195,"(42.4018651, -92.7914177)",Grundy ,Grundy Center,July 02 2012,2716
1936705,"(42.4018651, -92.7914177)",Grundy ,Holland,July 02 2012,282
1954165,"(42.4018651, -92.7914177)",Grundy ,Morrison,July 02 2012,94
1966315,"(42.4018651, -92.7914177)",Grundy ,Reinbeck,July 02 2012,1657
1975720,"(42.4018651, -92.7914177)",Grundy ,Stout,July 02 2012,224
1983325,"(42.4018651, -92.7914177)",Grundy ,Wellsburg,July 02 2012,704
1999990,"(42.4018651, -92.7914177)",Grundy ,Balance of Grundy County,July 02 2012,4232
1900370,"(42.4018651, -94.501055)",Guthrie ,Adair (pt.),July 02 2012,19
1904240,"(41.6837548, -94.501055)",Guthrie ,Bagley,July 02 2012,298
1904960,"(41.6837548, -94.501055)",Guthrie ,Bayard,July 02 2012,464
1911395,"(41.6837548, -94.501055)",Guthrie ,Casey (pt.),July 02 2012,406
1916050,"(41.6837548, -94.501055)",Guthrie ,Coon Rapids (pt.),July 02 2012,0
1933420,"(41.6837548, -94.501055)",Guthrie ,Guthrie Center,July 02 2012,1536
1939225,"(41.6837548, -94.501055)",Guthrie ,Jamaica,July 02 2012,221
1951105,"(41.6837548, -94.501055)",Guthrie ,Menlo,July 02 2012,348
1961320,"(41.6837548, -94.501055)",Guthrie ,Panora,July 02 2012,1102
1975990,"(41.6837548, -94.501055)",Guthrie ,Stuart (pt.),July 02 2012,941
1987285,"(41.6837548, -94.501055)",Guthrie ,Yale,July 02 2012,242
1999990,"(41.6837548, -94.501055)",Guthrie ,Balance of Guthrie County,July 02 2012,5200
1906760,"(41.6837548, -93.7068085)",Hamilton ,Blairsburg,July 02 2012,213
1925050,"(42.3837722, -93.7068085)",Hamilton ,Ellsworth,July 02 2012,521
1939675,"(42.3837722, -93.7068085)",Hamilton ,Jewell Junction,July 02 2012,1197
1940215,"(42.3837722, -93.7068085)",Hamilton ,Kamrar,July 02 2012,195
1965595,"(42.3837722, -93.7068085)",Hamilton ,Randall,July 02 2012,170
1974910,"(42.3837722, -93.7068085)",Hamilton ,Stanhope,July 02 2012,414
1975810,"(42.3837722, -93.7068085)",Hamilton ,Stratford (pt.),July 02 2012,703
1983145,"(42.3837722, -93.7068085)",Hamilton ,Webster City,July 02 2012,7866
1985800,"(42.3837722, -93.7068085)",Hamilton ,Williams,July 02 2012,338
1999990,"(42.3837722, -93.7068085)",Hamilton ,Balance of Hamilton County,July 02 2012,3710
1908605,"(42.3837722, -93.7342723)",Hancock ,Britt,July 02 2012,2049
1916590,"(43.0818861, -93.7342723)",Hancock ,Corwith,July 02 2012,273
1917670,"(43.0818861, -93.7342723)",Hancock ,Crystal Lake,July 02 2012,247
1928380,"(43.0818861, -93.7342723)",Hancock ,Forest City (pt.),July 02 2012,332
1929955,"(43.0818861, -93.7342723)",Hancock ,Garner,July 02 2012,3104
1931575,"(43.0818861, -93.7342723)",Hancock ,Goodell,July 02 2012,137
1940260,"(43.0818861, -93.7342723)",Hancock ,Kanawha,July 02 2012,635
1941655,"(43.0818861, -93.7342723)",Hancock ,Klemme,July 02 2012,498
1986700,"(43.0818861, -93.7342723)",Hancock ,Woden,July 02 2012,227
1999990,"(43.0818861, -93.7342723)",Hancock ,Balance of Hancock County,July 02 2012,3663
1900190,"(43.0818861, -93.2404025)",Hardin ,Ackley (pt.),July 02 2012,1536
1901045,"(42.3838803, -93.2404025)",Hardin ,Alden,July 02 2012,779
1909100,"(42.3838803, -93.2404025)",Hardin ,Buckeye,July 02 2012,108
1924465,"(42.3838803, -93.2404025)",Hardin ,Eldora,July 02 2012,2675
1937425,"(42.3838803, -93.2404025)",Hardin ,Hubbard,July 02 2012,836
1938640,"(42.3838803, -93.2404025)",Hardin ,Iowa Falls,July 02 2012,5198
1956415,"(42.3838803, -93.2404025)",Hardin ,New Providence,July 02 2012,227
1960555,"(42.3838803, -93.2404025)",Hardin ,Owasa,July 02 2012,43
1965370,"(42.3838803, -93.2404025)",Hardin ,Radcliffe,July 02 2012,539
1975180,"(42.3838803, -93.2404025)",Hardin ,Steamboat Rock,July 02 2012,309
1979545,"(42.3838803, -93.2404025)",Hardin ,Union,July 02 2012,391
1985305,"(42.3838803, -93.2404025)",Hardin ,Whitten,July 02 2012,148
1999990,"(42.3838803, -93.2404025)",Hardin ,Balance of Hardin County,July 02 2012,4564
1922890,"(42.3838803, -95.8169209)",Harrison ,Dunlap (pt.),July 02 2012,1019
1945840,"(41.6828528, -95.8169209)",Harrison ,Little Sioux,July 02 2012,165
1946155,"(41.6828528, -95.8169209)",Harrison ,Logan,July 02 2012,1487
1948495,"(41.6828528, -95.8169209)",Harrison ,Magnolia,July 02 2012,178
1952860,"(41.6828528, -95.8169209)",Harrison ,Missouri Valley,July 02 2012,2738
1952995,"(41.6828528, -95.8169209)",Harrison ,Modale,July 02 2012,275
1953175,"(41.6828528, -95.8169209)",Harrison ,Mondamin,July 02 2012,389
1962445,"(41.6828528, -95.8169209)",Harrison ,Persia,July 02 2012,306
1963075,"(41.6828528, -95.8169209)",Harrison ,Pisgah,July 02 2012,244
1986835,"(41.6828528, -95.8169209)",Harrison ,Woodbine,July 02 2012,1439
1999990,"(41.6828528, -95.8169209)",Harrison ,Balance of Harrison County,July 02 2012,6282
1916140,"(41.6828528, -91.5445241)",Henry ,Coppock (pt.),July 02 2012,30
1936390,"(40.9879383, -91.5445241)",Henry ,Hillsboro,July 02 2012,180
1954705,"(40.9879383, -91.5445241)",Henry ,Mount Pleasant,July 02 2012,8588
1954795,"(40.9879383, -91.5445241)",Henry ,Mount Union,July 02 2012,107
1956325,"(40.9879383, -91.5445241)",Henry ,New London,July 02 2012,1886
1958890,"(40.9879383, -91.5445241)",Henry ,Olds,July 02 2012,233
1968565,"(40.9879383, -91.5445241)",Henry ,Rome,July 02 2012,117
1970230,"(40.9879383, -91.5445241)",Henry ,Salem,July 02 2012,382
1982965,"(40.9879383, -91.5445241)",Henry ,Wayland,July 02 2012,959
1984835,"(40.9879383, -91.5445241)",Henry ,Westwood,July 02 2012,112
1986385,"(40.9879383, -91.5445241)",Henry ,Winfield,July 02 2012,1144
1999990,"(40.9879383, -91.5445241)",Henry ,Balance of Henry County,July 02 2012,6306
1913125,"(40.9879383, -92.3171989)",Howard ,Chester,July 02 2012,127
1917220,"(43.3567673, -92.3171989)",Howard ,Cresco,July 02 2012,3886
1925095,"(43.3567673, -92.3171989)",Howard ,Elma,July 02 2012,549
1945165,"(43.3567673, -92.3171989)",Howard ,Lime Springs,July 02 2012,502
1965010,"(43.3567673, -92.3171989)",Howard ,Protivin (pt.),July 02 2012,262
1966585,"(43.3567673, -92.3171989)",Howard ,Riceville (pt.),July 02 2012,319
1999990,"(43.3567673, -92.3171989)",Howard ,Balance of Howard County,July 02 2012,3931
1907210,"(43.3567673, -94.2071868)",Humboldt ,Bode,July 02 2012,300
1908065,"(42.7764686, -94.2071868)",Humboldt ,Bradgate,July 02 2012,85
1918075,"(42.7764686, -94.2071868)",Humboldt ,Dakota City,July 02 2012,834
1930945,"(42.7764686, -94.2071868)",Humboldt ,Gilmore City (pt.),July 02 2012,280
1934455,"(42.7764686, -94.2071868)",Humboldt ,Hardy,July 02 2012,47
1937560,"(42.7764686, -94.2071868)",Humboldt ,Humboldt,July 02 2012,4651
1945975,"(42.7764686, -94.2071868)",Humboldt ,Livermore,July 02 2012,377
1947370,"(42.7764686, -94.2071868)",Humboldt ,Lu Verne (pt.),July 02 2012,36
1960420,"(42.7764686, -94.2071868)",Humboldt ,Ottosen,July 02 2012,42
1962985,"(42.7764686, -94.2071868)",Humboldt ,Pioneer,July 02 2012,23
1966450,"(42.7764686, -94.2071868)",Humboldt ,Renwick,July 02 2012,240
1969375,"(42.7764686, -94.2071868)",Humboldt ,Rutland,July 02 2012,127
1977790,"(42.7764686, -94.2071868)",Humboldt ,Thor,July 02 2012,185
1999990,"(42.7764686, -94.2071868)",Humboldt ,Balance of Humboldt County,July 02 2012,2493
1903115,"(42.7764686, -95.5134962)",Ida ,Arthur,July 02 2012,206
1904870,"(42.3868747, -95.5134962)",Ida ,Battle Creek,July 02 2012,714
1929595,"(42.3868747, -95.5134962)",Ida ,Galva,July 02 2012,432
1936840,"(42.3868747, -95.5134962)",Ida ,Holstein,July 02 2012,1404
1938010,"(42.3868747, -95.5134962)",Ida ,Ida Grove,July 02 2012,2142
1999990,"(42.3868747, -95.5134962)",Ida ,Balance of Ida County,July 02 2012,2193
1942330,"(42.3868747, -92.065524)",Iowa ,Ladora,July 02 2012,281
1949395,"(41.6863229, -92.065524)",Iowa ,Marengo,July 02 2012,2496
1952230,"(41.6863229, -92.065524)",Iowa ,Millersburg,July 02 2012,158
1957225,"(41.6863229, -92.065524)",Iowa ,North English (pt.),July 02 2012,1019
1961770,"(41.6863229, -92.065524)",Iowa ,Parnell,July 02 2012,191
1980805,"(41.6863229, -92.065524)",Iowa ,Victor (pt.),July 02 2012,770
1985845,"(41.6863229, -92.065524)",Iowa ,Williamsburg,July 02 2012,3083
1999990,"(41.6863229, -92.065524)",Iowa ,Balance of Iowa County,July 02 2012,8220
1902125,"(41.6863229, -90.5742294)",Jackson ,Andrew,July 02 2012,431
1904330,"(42.1717426, -90.5742294)",Jackson ,Baldwin,July 02 2012,108
1905635,"(42.1717426, -90.5742294)",Jackson ,Bellevue,July 02 2012,2162
1943050,"(42.1717426, -90.5742294)",Jackson ,La Motte,July 02 2012,258
1949215,"(42.1717426, -90.5742294)",Jackson ,Maquoketa (pt.),July 02 2012,6085
1952050,"(42.1717426, -90.5742294)",Jackson ,Miles,July 02 2012,450
1953265,"(42.1717426, -90.5742294)",Jackson ,Monmouth,July 02 2012,152
1964605,"(42.1717426, -90.5742294)",Jackson ,Preston,July 02 2012,1002
1969510,"(42.1717426, -90.5742294)",Jackson ,Sabula,July 02 2012,568
1969960,"(42.1717426, -90.5742294)",Jackson ,St. Donatus,July 02 2012,134
1974460,"(42.1717426, -90.5742294)",Jackson ,Spragueville,July 02 2012,80
1974505,"(42.1717426, -90.5742294)",Jackson ,Springbrook,July 02 2012,143
1987690,"(42.1717426, -90.5742294)",Jackson ,Zwingle (pt.),July 02 2012,26
1999990,"(42.1717426, -90.5742294)",Jackson ,Balance of Jackson County,July 02 2012,8094
1904915,"(42.1717426, -93.053765)",Jasper ,Baxter,July 02 2012,1097
1915060,"(41.6860394, -93.053765)",Jasper ,Colfax,July 02 2012,2063
1940440,"(41.6860394, -93.053765)",Jasper ,Kellogg,July 02 2012,595
1942870,"(41.6860394, -93.053765)",Jasper ,Lambs Grove,July 02 2012,171
1947595,"(41.6860394, -93.053765)",Jasper ,Lynnville,July 02 2012,385
1952815,"(41.6860394, -93.053765)",Jasper ,Mingo,July 02 2012,300
1952950,"(41.6860394, -93.053765)",Jasper ,Mitchellville (pt.),July 02 2012,26
1953355,"(41.6860394, -93.053765)",Jasper ,Monroe,July 02 2012,1822
1956505,"(41.6860394, -93.053765)",Jasper ,Newton,July 02 2012,15124
1958170,"(41.6860394, -93.053765)",Jasper ,Oakland Acres,July 02 2012,155
1964470,"(41.6860394, -93.053765)",Jasper ,Prairie City,July 02 2012,1671
1965955,"(41.6860394, -93.053765)",Jasper ,Reasnor,July 02 2012,151
1976035,"(41.6860394, -93.053765)",Jasper ,Sully,July 02 2012,815
1980175,"(41.6860394, -93.053765)",Jasper ,Valeria,July 02 2012,57
1999990,"(41.6860394, -93.053765)",Jasper ,Balance of Jasper County,July 02 2012,12134
1904825,"(41.6860394, -91.9488774)",Jefferson ,Batavia,July 02 2012,508
1916140,"(41.0317596, -91.9488774)",Jefferson ,Coppock (pt.),July 02 2012,4
1926445,"(41.0317596, -91.9488774)",Jefferson ,Fairfield,July 02 2012,9670
1944985,"(41.0317596, -91.9488774)",Jefferson ,Libertyville,July 02 2012,324
1946065,"(41.0317596, -91.9488774)",Jefferson ,Lockridge,July 02 2012,275
1948500,"(41.0317596, -91.9488774)",Jefferson ,Maharishi Vedic City,July 02 2012,1300
1960915,"(41.0317596, -91.9488774)",Jefferson ,Packwood,July 02 2012,210
1963615,"(41.0317596, -91.9488774)",Jefferson ,Pleasant Plain,July 02 2012,96
1999990,"(41.0317596, -91.9488774)",Jefferson ,Balance of Jefferson County,July 02 2012,4814
1916230,"(41.0317596, -91.5880849)",Johnson ,Coralville,July 02 2012,19692
1936345,"(41.6715511, -91.5880849)",Johnson ,Hills,July 02 2012,802
1938595,"(41.6715511, -91.5880849)",Johnson ,Iowa City,July 02 2012,70104
1946335,"(41.6715511, -91.5880849)",Johnson ,Lone Tree,July 02 2012,1384
1957360,"(41.6715511, -91.5880849)",Johnson ,North Liberty,July 02 2012,15215
1960645,"(41.6715511, -91.5880849)",Johnson ,Oxford,July 02 2012,816
1972840,"(41.6715511, -91.5880849)",Johnson ,Shueyville,July 02 2012,599
1973875,"(41.6715511, -91.5880849)",Johnson ,Solon,July 02 2012,2219
1976890,"(41.6715511, -91.5880849)",Johnson ,Swisher,July 02 2012,902
1978060,"(41.6715511, -91.5880849)",Johnson ,Tiffin,July 02 2012,2239
1979770,"(41.6715511, -91.5880849)",Johnson ,University Heights,July 02 2012,1097
1983595,"(41.6715511, -91.5880849)",Johnson ,West Branch (pt.),July 02 2012,97
1999990,"(41.6715511, -91.5880849)",Johnson ,Balance of Johnson County,July 02 2012,21699
1901990,"(41.6715511, -91.1314352)",Jones ,Anamosa,July 02 2012,5543
1911305,"(42.1212397, -91.1314352)",Jones ,Cascade (pt.),July 02 2012,409
1912225,"(42.1212397, -91.1314352)",Jones ,Center Junction,July 02 2012,252
1949845,"(42.1212397, -91.1314352)",Jones ,Martelle,July 02 2012,3789
1953625,"(42.1212397, -91.1314352)",Jones ,Monticello,July 02 2012,115
1958980,"(42.1212397, -91.1314352)",Jones ,Olin,July 02 2012,692
1959250,"(42.1212397, -91.1314352)",Jones ,Onslow,July 02 2012,197
1960690,"(42.1212397, -91.1314352)",Jones ,Oxford Junction,July 02 2012,491
1987240,"(42.1212397, -91.1314352)",Jones ,Wyoming,July 02 2012,514
1999990,"(42.1212397, -91.1314352)",Jones ,Balance of Jones County,July 02 2012,8593
1919855,"(42.1212397, -92.1786426)",Keokuk ,Delta,July 02 2012,325
1930540,"(42.1212397, -92.1786426)",Keokuk ,Gibson,July 02 2012,61
1934545,"(41.336465, -92.1786426)",Keokuk ,Harper,July 02 2012,113
1935445,"(41.336465, -92.1786426)",Keokuk ,Hayesville,July 02 2012,50
1935670,"(41.336465, -92.1786426)",Keokuk ,Hedrick,July 02 2012,756
1940980,"(41.336465, -92.1786426)",Keokuk ,Keota (pt.),July 02 2012,1007
1941070,"(41.336465, -92.1786426)",Keokuk ,Keswick,July 02 2012,244
1941475,"(41.336465, -92.1786426)",Keokuk ,Kinross,July 02 2012,72
1949935,"(41.336465, -92.1786426)",Keokuk ,Martinsburg,July 02 2012,111
1957225,"(41.336465, -92.1786426)",Keokuk ,North English (pt.),July 02 2012,9
1959070,"(41.336465, -92.1786426)",Keokuk ,Ollie,July 02 2012,213
1966720,"(41.336465, -92.1786426)",Keokuk ,Richland,July 02 2012,575
1973110,"(41.336465, -92.1786426)",Keokuk ,Sigourney,July 02 2012,2049
1974055,"(41.336465, -92.1786426)",Keokuk ,South English,July 02 2012,210
1977835,"(41.336465, -92.1786426)",Keokuk ,Thornburg,July 02 2012,66
1983055,"(41.336465, -92.1786426)",Keokuk ,Webster,July 02 2012,73
1984900,"(41.336465, -92.1786426)",Keokuk ,What Cheer,July 02 2012,637
1999990,"(41.336465, -92.1786426)",Keokuk ,Balance of Keokuk County,July 02 2012,3826
1901135,"(41.336465, -94.2067199)",Kossuth ,Algona,July 02 2012,5518
1904420,"(41.336465, -94.2067199)",Kossuth ,Bancroft,July 02 2012,725
1909685,"(43.20413, -94.2067199)",Kossuth ,Burt,July 02 2012,523
1927210,"(43.20413, -94.2067199)",Kossuth ,Fenton,July 02 2012,276
1942825,"(43.20413, -94.2067199)",Kossuth ,Lakota,July 02 2012,291
1944130,"(43.20413, -94.2067199)",Kossuth ,Ledyard,July 02 2012,129
1946290,"(43.20413, -94.2067199)",Kossuth ,Lone Rock,July 02 2012,144
1947370,"(43.20413, -94.2067199)",Kossuth ,Lu Verne (pt.),July 02 2012,223
1976755,"(43.20413, -94.2067199)",Kossuth ,Swea City,July 02 2012,534
1978330,"(43.20413, -94.2067199)",Kossuth ,Titonka,July 02 2012,472
1983415,"(43.20413, -94.2067199)",Kossuth ,Wesley,July 02 2012,386
1983550,"(43.20413, -94.2067199)",Kossuth ,West Bend (pt.),July 02 2012,24
1985260,"(43.20413, -94.2067199)",Kossuth ,Whittemore,July 02 2012,496
1999990,"(43.20413, -94.2067199)",Kossuth ,Balance of Kossuth County,July 02 2012,5632
1921810,"(43.20413, -91.479264)",Lee ,Donnellson,July 02 2012,902
1928605,"(43.20413, -91.479264)",Lee ,Fort Madison,July 02 2012,11020
1928740,"(40.6419764, -91.479264)",Lee ,Franklin,July 02 2012,142
1937335,"(40.6419764, -91.479264)",Lee ,Houghton,July 02 2012,144
1940845,"(40.6419764, -91.479264)",Lee ,Keokuk,July 02 2012,10733
1953760,"(40.6419764, -91.479264)",Lee ,Montrose,July 02 2012,881
1970185,"(40.6419764, -91.479264)",Lee ,St. Paul,July 02 2012,128
1984585,"(40.6419764, -91.479264)",Lee ,West Point,July 02 2012,967
1999990,"(40.6419764, -91.479264)",Lee ,Balance of Lee County,July 02 2012,10693
1901000,"(40.6419764, -91.5989646)",Linn ,Alburnett,July 02 2012,680
1906175,"(40.6419764, -91.5989646)",Linn ,Bertram,July 02 2012,294
1912000,"(42.0789478, -91.5989646)",Linn ,Cedar Rapids,July 02 2012,128230
1912270,"(42.0789478, -91.5989646)",Linn ,Center Point,July 02 2012,2469
1912495,"(42.0789478, -91.5989646)",Linn ,Central City,July 02 2012,1277
1914925,"(42.0789478, -91.5989646)",Linn ,Coggon,July 02 2012,670
1925365,"(42.0789478, -91.5989646)",Linn ,Ely,July 02 2012,1884
1926400,"(42.0789478, -91.5989646)",Linn ,Fairfax,July 02 2012,2288
1935940,"(42.0789478, -91.5989646)",Linn ,Hiawatha,July 02 2012,7126
1945615,"(42.0789478, -91.5989646)",Linn ,Lisbon,July 02 2012,2162
1949485,"(42.0789478, -91.5989646)",Linn ,Marion,July 02 2012,36219
1954840,"(42.0789478, -91.5989646)",Linn ,Mount Vernon,July 02 2012,4573
1961230,"(42.0789478, -91.5989646)",Linn ,Palo,July 02 2012,1035
1964425,"(42.0789478, -91.5989646)",Linn ,Prairieburg,July 02 2012,179
1967800,"(42.0789478, -91.5989646)",Linn ,Robins,July 02 2012,3340
1974775,"(42.0789478, -91.5989646)",Linn ,Springville,July 02 2012,1087
1981840,"(42.0789478, -91.5989646)",Linn ,Walford (pt.),July 02 2012,385
1981885,"(42.0789478, -91.5989646)",Linn ,Walker,July 02 2012,795
1999990,"(42.0789478, -91.5989646)",Linn ,Balance of Linn County,July 02 2012,20562
1915375,"(42.0789478, -91.2596184)",Louisa ,Columbus City,July 02 2012,383
1915420,"(42.0789478, -91.2596184)",Louisa ,Columbus Junction,July 02 2012,1892
1916725,"(41.2185073, -91.2596184)",Louisa ,Cotter,July 02 2012,48
1929055,"(41.2185073, -91.2596184)",Louisa ,Fredonia,July 02 2012,242
1932115,"(41.2185073, -91.2596184)",Louisa ,Grandview,July 02 2012,548
1944715,"(41.2185073, -91.2596184)",Louisa ,Letts,July 02 2012,381
1954120,"(41.2185073, -91.2596184)",Louisa ,Morning Sun,July 02 2012,836
1958395,"(41.2185073, -91.2596184)",Louisa ,Oakville,July 02 2012,172
1982200,"(41.2185073, -91.2596184)",Louisa ,Wapello,July 02 2012,2056
1999990,"(41.2185073, -91.2596184)",Louisa ,Balance of Louisa County,July 02 2012,4782
