Friendly's,25,2.5,$$,39.6646627,-77.6996897,Hagerstown,MD,39662,19
Rita's Italian Ice,1,5,$,39.73914139,-77.53405944,Waynesboro,PA,10568,5
Handel's Homemade Ice Cream & Yogurt,29,4.5,$,39.9215317,-76.6862183,York,PA,43718,6
Splits & Giggles Cafe,40,4.5,$,40.04335923,-76.31573663,Lancaster,PA,59322,20
Bonkey's Ice Cream & Snoballs,19,4.5,$,39.7386032,-76.6990457,New Freedom,PA,4464,3
Kings Kreamery,7,5,$,40.04020295,-76.22672702,Lancaster,PA,59322,13
The Strasburg Country Store & Creamery,54,4,$,39.98315,-76.17851,Strasburg,PA,2809,13
Broom's Bloom Dairy,233,4.5,$,39.51251208,-76.27863775,Bel Air,MD,10120,4
Lancaster Sweet Shoppe,13,5,$$,40.04091258,-76.30399105,Lancaster,PA,59322,16
Fox Meadows Creamery & Country Market,56,4.5,$,40.21911696,-76.25573431,Ephrata,PA,13394,13
Pine View Dairy,23,4,$$,39.96968513,-76.32204074,Lancaster,PA,59322,13
Penny's Ice Cream Truck,14,5,$,40.0402145,-76.3083801,Lancaster,PA,59322,14
Little Dipper's Ice Cream,7,4.5,$,40.11221,-76.51509,Mount Joy,PA,7410,11
The Turkey Hill Experience,115,4,$$,40.037963,-76.507895,Columbia,PA,10400,7
Good Life Ice Cream & Treats,20,4.5,$,40.07678467,-76.32685643,Lancaster,PA,59322,20
Jarrettsville Creamery & Deli,36,4.5,$$,39.60419,-76.47592,Jarrettsville,MD,N/A,2
The Meadows,6,4,$,40.02242054,-76.19761359,Lancaster,PA,59322,12
SON'S Ice Cream & Italian Ice,21,4.5,$,40.09382,-76.35151,East Petersburg,PA,4506,18
Sweet Frog Premium Frozen Yogurt,9,4.5,$,39.94043326,-76.69427495,York,PA,43718,7
Orchard View Cafe,3,5,N/A,40.13906746,-76.63045649,Elizabethtown,PA,11545,9
Maplehofe Dairy Farm Store,11,4.5,$,39.8777959,-76.1559851,Quarryville,PA,2576,3
Gigi's Ice Cream Bar,10,5,$,40.09090992,-76.66772562,Bainbridge,PA,N/A,8
Sweet Frog Premium Frozen Yogurt,14,4,$$,40.06745615,-76.30449196,Lancaster,PA,59322,20
Haines Shoe House,18,4.5,$,39.9990186,-76.6371332,York,PA,43718,10
Lancaster Cupcake,51,4.5,$,40.0393219,-76.30680847,Lancaster,PA,59322,14
Scoops Ice Cream & Grille,16,4,$$,40.04735202,-76.42362289,Mountville,PA,2802,21
Isabella's Ice Cream Parlor,9,4.5,$,40.1563,-76.30391,Lititz,PA,9369,18
Sweet Willows Creamery,17,4,$$,39.958289,-76.664249,York,PA,43718,8
Keyes Creamery,15,4,$,39.565913,-76.192857,Aberdeen,MD,14959,3
3 B Ice Cream,18,4.5,$,40.25811,-76.80481,Harrisburg,PA,49528,16
Sweet Dawgs Frozen Yogurt,12,5,$,40.2661,-76.69857,Hummelstown,PA,4538,22
Greco's Italian Ices & Homemade Ice Cream,24,4.5,$,40.1589699,-76.30717,Lititz,PA,9369,18
Freezy Barn,6,4.5,$,39.87089753,-76.22597896,Quarryville,PA,2576,4
Prigel Family Creamery,46,4,$,39.47159934,-76.5079093,Glen Arm,MD,N/A,10
Katie's Kitchen,117,4,$,40.00546,-76.18678,Strasburg,PA,2809,12
Oregon Dairy Ice Cream Shop,5,4,$,40.10621586,-76.25544407,Lititz,PA,9369,21
The Cow,70,4.5,$,39.46421,-76.8286,Reisterstown,MD,N/A,2
The Udder Choice,43,4,$,40.20545959,-76.21681213,Ephrata,PA,13394,11
Rustic Cup,7,5,$,39.9695919,-76.5238897,East Prospect,PA,905,6
Sub Zero Ice Cream & Yogurt,13,3.5,$$,39.49847818,-76.65529235,Cockeysville,MD,N/A,6
Summers Ice Cream and Snoballs,9,4.5,$,39.7529914,-76.5946359,Stewartstown,PA,2089,4
Sarah's Creamery,9,4.5,$$,39.99780655,-76.84531403,Dover,PA,2007,2
Sweet Frog Premium Frozen Yogurt,6,4.5,$,39.77440903,-76.66986403,Shrewsbury York,PA,N/A,4
Carman's Ice Cream,8,4.5,$,39.8571205,-76.7072067,Loganville,PA,1240,6
Tutti Frutti Frozen Yogurt,37,4,$,39.4659983,-76.637394,Cockeysville,MD,N/A,9
Udder Bliss Creamery,3,3.5,$,40.162698,-76.573717,Elizabethtown,PA,11545,19
Jim Mack's Ice Cream,16,3,$,40.01644897,-76.57302094,York,PA,43718,11
Sweet Frog Premium Frozen Yogurt,12,4.5,$,39.52754119,-76.35098621,Bel Air,MD,10120,5
Jigger Shop,41,3.5,$,40.2476,-76.47233,Mount Gretna,PA,196,13
Manheim Twin Kiss,12,4,$,40.15819168,-76.38883209,Manheim,PA,4858,19
P.J. Scoops Ice Cream,3,4.5,$,40.265385,-76.700035,Hummelstown,PA,4538,22
Bobcat Creamery,6,3.5,$,40.05568,-76.72162,Manchester,PA,2763,11
C & C Creamery,157,4.5,$,40.02324,-75.20772,Philadelphia,PA,1526006,33
Fezziwig's Sweet Shoppe,37,5,$,39.9508,-75.14533,Philadelphia,PA,1526006,29
Scooped Ice Cream & Gelato,25,5,$,39.9181955,-75.3904626,Media,PA,5327,6
Latteria,50,5,$$,39.733528,-75.318747,Swedesboro,NJ,2584,2
La Michoacana Homemade Ice Cream,77,4.5,$,39.84772,-75.7094,Kennett Square,PA,6072,4
The Franklin Fountain,1573,4,$$,39.94957,-75.14291,Philadelphia,PA,1526006,29
Crave Creamery,16,5,$$,39.9138844,-75.3470049,Springfield,PA,N/A,12
Weckerly's Ice Cream,104,4.5,$,39.9689478,-75.1348105,Philadelphia,PA,1526006,29
Handel's Homemade Ice Cream,112,4.5,$,40.04803,-75.43935,Berwyn,PA,N/A,9
Maple Shade Custard Stand,72,5,$,39.95439911,-75.00778198,Maple Shade,NJ,N/A,12
The Wayne Coffee and Ice Cream Bar,47,4.5,$$,40.045282,-75.388177,Wayne,PA,N/A,9
Scoops,45,4.5,$,40.07741,-75.30229,Conshohocken,PA,7833,10
Happily Ever After,283,4.5,$,39.9499567,-75.1449039,Philadelphia,PA,1526006,29
Chillings and Chocolate,39,4.5,$,39.96783,-75.289108,Upper Darby,PA,N/A,32
Koffmeyer's,33,4,$,39.97873,-75.30376,Havertown,PA,N/A,28
Capogiro Gelato,510,4.5,$$,39.9514079,-75.1734251,Philadelphia,PA,1526006,31
Capogiro Gelato,761,4.5,$$,39.94988138,-75.16180902,Philadelphia,PA,1526006,31
Scoops 'N' Smiles Ice Cream & Water Ice,23,4.5,$,40.0374434,-75.5096203,Malvern,PA,2998,8
Sweet Lucy's,26,4.5,$,39.80056763,-75.54759216,Wilmington,DE,70851,2
Lil' Pop Shop & Cafe,66,4.5,$,39.94963883,-75.17393975,Philadelphia,PA,1526006,31
D'Ascenzo's Gelato,66,5,$$,39.96121,-75.60281,West Chester,PA,18461,4
Lil' Pop Shop,251,4.5,$,39.95334327,-75.21034844,Philadelphia,PA,1526006,32
Sprinkles Ice Cream Shoppe,62,4.5,$,40.08143485,-75.11732809,Elkins Park,PA,N/A,7
Cocco's Gelateria,27,4.5,$,39.919887,-75.298439,Aldan,PA,4152,25
Zsa's Gourmet Ice Cream,20,5,$,40.0288905,-75.226028,Philadelphia,PA,1526006,33
Roly Cow Creamery,36,4.5,$$,39.92896461,-75.16429123,Philadelphia,PA,1526006,31
Beiler's Donuts,70,4.5,$,39.9552,-75.19995,Philadelphia,PA,1526006,32
Zwahlen's Ice Cream & Chocolate,122,4.5,$,40.12834571,-75.40558653,Audubon,PA,N/A,8
Scrumptious,212,4,$,39.75876,-75.56272,Wilmington,DE,70851,3
Petrucci's Ice Cream & Water Ice,38,4.5,$,40.10866547,-75.37245178,King of Prussia,PA,N/A,9
Brown's Cow,38,4.5,$,40.13319414,-75.51599328,Phoenixville,PA,16440,6
The Igloo,88,4,$,39.9451408,-75.1794586,Philadelphia,PA,1526006,31
Sweet Charlie's,208,4,$$,39.94816,-75.1531,Philadelphia,PA,1526006,31
Scoop Deville,341,4,$$,39.94931091,-75.16303448,Philadelphia,PA,1526006,31
Little Baby's Ice Cream,250,4,$$,39.98070473,-75.12823435,Philadelphia,PA,1526006,29
Scooped Ice Cream,27,5,$,40.07864,-75.68803,Chester Springs,PA,N/A,1
Frozen Rolled Ice Cream,109,4,$,39.95343925,-75.15620779,Philadelphia,PA,1526006,32
Dippy's Custard & Ice Cream,20,4.5,$,39.790002,-75.175351,Mantua,NJ,N/A,3
The West Chester Coffee & Ice Cream Bar,36,4.5,$,39.96052319,-75.60478764,West Chester,PA,18461,4
The Igloo,21,4.5,$,39.97340012,-75.13410187,Philadelphia,PA,1526006,29
Chloe's Corner,34,4,$,40.02331,-75.22016,Philadelphia,PA,1526006,33
Big Gay Ice Cream,235,3.5,$,39.94373825,-75.16509425,Philadelphia,PA,1526006,31
Little Baby's Ice Cream,76,4,$$,39.948495,-75.221425,Philadelphia,PA,1526006,32
Seventh Heaven,38,4,$,39.9526035,-75.17157141,Philadelphia,PA,1526006,31
Teassert Bar,135,4,$,39.9562,-75.15551,Philadelphia,PA,1526006,32
Arctic Freeze Creamery,39,4.5,$$,39.91847,-75.07469,Collingswood,NJ,13926,27
Insomnia Cookies,376,4,$,39.950845,-75.167422,Philadelphia,PA,1526006,31
IceMax,55,4,$,39.94131001,-75.14747438,Philadelphia,PA,1526006,29
Richman's Ice Cream,27,4,$,39.88052068,-75.30434606,Prospect Park,PA,6454,22
Dati's Homemade Water Ice & Ice Cream,24,5,$,39.9228822,-75.1844549,Philadelphia,PA,1526006,31
Hoffman's Ice Cream,145,4.5,$,40.08861115,-74.04914436,Point Pleasant Beach,NJ,4665,13
Cookman Creamery,127,4.5,$,40.21602,-74.01245,Asbury Park,NJ,16116,12
Skipper Dipper,102,4.5,$,39.60405975,-74.2096746,Long Beach Township,NJ,N/A,22
Big Dipper Ice Cream,32,4,$,39.66450648,-74.1640753,Surf City,NJ,1205,23
Hoffman's Ice Cream,97,4.5,$,40.1585884,-74.0350571,Spring Lake,NJ,2993,14
Yellow Brick Road Ice Cream Shop,11,4.5,$$,40.05049,-74.1222499,Brick,NJ,N/A,18
Summer Sweets,14,4.5,$,39.98175,-74.06693,Lavallette,NJ,1875,16
Kohr's Frozen Custard the Original,39,4.5,$,39.94236713,-74.07042503,Seaside Heights,NJ,2887,14
Strollos Italian Ice,85,5,$,40.18407,-74.02348,Belmar,NJ,5794,13
Belle's Ice Cream,9,5,$,40.15256513,-74.02843123,Spring Lake,NJ,2993,14
The Music Man Singing Ice Cream Shoppe,47,4.5,$$,39.96094,-74.07013,Lavallette,NJ,1875,13
Rich's Ice Cream,18,4,$,39.95091,-74.14697,Toms River,NJ,N/A,15
Sundaes The Ice Cream Place,44,4.5,$,40.07931,-74.08965,Point Pleasant,NJ,18392,15
Mrs Walker's Famous Ice Cream Parlour,13,4,$$,39.83768709,-74.19304155,Forked River,NJ,N/A,10
Uncle Louie G,21,4.5,$,39.63954118,-74.18367326,Dunellen,NJ,7227,23
Days Ice Cream,57,4.5,$,40.21275,-74.0065,Ocean Grove,NJ,N/A,12
Iceberg Ice Cream,23,3.5,$$,39.97528839,-74.06777954,Lavallette,NJ,1875,15
Niki Maccanico's Homemade Ice Cream,36,4.5,$,40.17629,-74.02706,Belmar,NJ,5794,13
Scoop City,11,4.5,$,39.65696,-74.17013,Surf City,NJ,1205,24
Ice Cream Shop Of Manahawkin,13,4.5,$,39.696827,-74.257926,Manahawakin,NJ,N/A,15
Shore Good Donuts,87,4.5,$,39.6473819,-74.1778275,Ship Bottom,NJ,1156,24
TK's Ice Cream,34,4,$,40.12638092,-74.52433777,Cream Ridge,NJ,N/A,2
Just Another Day's Ice Cream,16,4.5,$,40.218823,-74.00063,Ocean Grove,NJ,N/A,11
Jersey Freeze,116,4,$,40.25935585,-74.28976541,Freehold,NJ,12052,2
Charlie's Homemade Ice Cream,16,3.5,$$,39.91724396,-74.07901001,Seaside Park,NJ,1579,14
Meltdown Icecream,31,4,$,39.58472443,-74.22521973,Long Beach Township,NJ,N/A,21
Lexylicious,6,5,N/A,40.032726,-74.222496,Toms River,NJ,N/A,10
Sundae Times,17,3.5,$,39.92341,-74.07795,Seaside Park,NJ,1579,14
Sundaes The Ice Cream Place,8,4.5,$,39.9436831,-74.1941041,Toms River,NJ,N/A,15
Harvey Cedar's Ice Cream Parlour,15,3.5,$,39.70772552,-74.13321686,Harvey Cedars,NJ,337,12
Barry's Do Me A Flavor,51,4,$$,39.56393782,-74.24029139,Beach Haven,NJ,1170,20
Poppy's Ice Cream Parlour,20,4,$,39.75940934,-74.10744352,Barnegat Light,NJ,574,9
Sweet Jenny's,22,4,$$,39.7498971,-74.2176919,Barnegat Township,NJ,N/A,10
Ice Cream On 9,47,3.5,$,40.18076,-74.24873,Howell,NJ,N/A,3
The Woohoo,47,4,$,39.56166016,-74.24125426,Beach Haven,NJ,1170,20
Gil & Bert's,68,4.5,$,40.313715,-74.51496,Cranbury,NJ,N/A,1
Jeffreeze Old-Fashioned Ice Cream,14,4.5,$,39.647647,-74.297382,West Creek,NJ,N/A,22
Kohr's Frozen Custard,38,4,$,40.09320103,-74.03677136,Point Pleasant Beach,NJ,4665,12
Rich's Ice Cream II,30,3.5,$,39.95229,-74.1554699,Toms River,NJ,N/A,15
Coney Waffle,22,4,$,40.30219424,-73.97900099,Long Branch,NJ,30719,7
Strollo's Lighthouse Italian Ice - Long Branch,51,4.5,$,40.31432543,-73.9795607,Long Branch,NJ,30719,7
Menchie's Howell Commons,10,4.5,$,40.1359071,-74.2242117,Howell,NJ,N/A,5
Coney Waffle,48,4,$$,40.17851,-74.01357,Belmar,NJ,5794,13
The Lighthouse Strollo's Homemade Italian Ice,24,4.5,$,40.1001735,-74.0364871,Point Pleasant Beach,NJ,4665,13
Yogurt City,7,4,$,39.96246011,-74.20274309,Toms River,NJ,N/A,14
The Sprinkle Shack,6,4,$$,39.8743977,-74.1669467,Bayville,NJ,N/A,14
Kohr's Original,8,4,$,39.9741936,-74.06811831,Lavallette,NJ,1875,15
The Cone Zone,15,4.5,$,40.206732,-74.043581,Neptune,NJ,N/A,13
Tooties Ice Cream Bar,9,4,$$,40.066936,-74.532395,Plumsted Township,NJ,N/A,2
Ryan's Homemade Ice Cream,26,4.5,$$,40.3350654,-74.0744066,Shrewsbury,NJ,3809,4
Living the Dream Ice Cream,112,4,$,40.80567,-124.16666,Old Town Eureka,CA,N/A,11
Arcata Scoop,213,4.5,$,40.87051392,-124.0871658,Arcata,CA,17231,15
Redwood Yogurt,58,4.5,$,40.8741007,-124.0838519,Arcata,CA,17231,15
A Taste of Bim,134,4.5,$$,40.80383018,-124.1650886,Eureka,CA,27191,11
Hoppy's FroYo,6,5,$,40.597975,-124.154999,Fortuna,CA,11926,2
Humboldt Creamery Association,14,4.5,$,40.6163293,-124.2021012,Fortuna,CA,11926,2
Ultimate Yogurt,50,3.5,$,40.86891,-124.08537,Arcata,CA,17231,15
Ultimate Yogurt,12,3.5,$,40.79969266,-124.1472885,Eureka,CA,27191,11
Nona's Ice Cream,6,3.5,$$,40.7796,-124.18963,Eureka,CA,27191,11
Fresh Freeze Drive-In,93,3.5,$,40.7807642,-124.16329,Eureka,CA,27191,11
The Sweet Spot,13,3.5,$,40.94210207,-124.1082365,McKinleyville,CA,N/A,10
North Coast Frozen Yogurt,14,3,$,40.9432609,-124.1022231,McKinleyville,CA,N/A,10
Mamma Llama Eatery & Cafe,93,4.5,$,40.73393806,-122.9410944,Weaverville,CA,N/A,1
Yellow Jacket Eatery,12,5,$$,40.9792501,-122.7027369,Trinity Center,CA,N/A,2
Temptations,7,3.5,$,40.177424,-118.477064,Lovelock,NV,1894,2
Spoon Me,6,3.5,$,40.83783918,-115.793181,Elko,NV,18297,1
Java Cow Coffee,196,3.5,$,40.6432233,-111.4953743,Park City,UT,7558,5
Yodipity Yogurt,19,4.5,$,40.662707,-111.509339,Park City,UT,7558,5
Howdy Homemade Ice Cream,22,4.5,$,40.71334879,-111.8345032,Salt Lake City,UT,186440,21
Fill'er Up Coffee Station,55,4.5,$,40.5122543,-111.4677927,Midway,UT,3845,4
I Love Moo,26,3,$$,40.722,-111.54199,Park City,UT,7558,5
Granny's Drive In,43,3.5,$,40.50122833,-111.4131622,Heber City,UT,N/A,3
Rockwell Ice Cream Co,145,4.5,$,40.23428532,-111.6588873,Provo,UT,112488,32
Nielsen's Frozen Custard,86,4,$,40.68663,-111.84526,Millcreek,UT,N/A,22
Auntie Rae's Dessert Island,77,4.5,$,40.66755,-111.82378,Salt Lake City,UT,186440,24
Yogurtland,47,4.5,$,40.72455,-111.86115,Salt Lake City,UT,186440,21
The Baked Bear,55,4,$,40.63703972,-111.8856841,Murray,UT,46746,24
Stone Haus Pizzeria & Creamery,12,3.5,$$,40.619767,-111.592584,Solitude,UT,N/A,6
Hi-Mountain,64,4,$,40.6438789,-111.2803497,Kamas,UT,1811,1
Straws,45,4,$,40.617372,-111.858905,Midvale,UT,27964,23
Avon Corner Sweet Treat,4,4.5,$$,40.50667191,-111.4139099,Heber City,UT,N/A,3
Menchie's Frozen Yogurt,27,4,$,40.70008,-111.80386,Salt Lake City,UT,186440,21
Bahama Buck's,63,4,$,40.52632257,-111.87514,Draper,UT,42274,11
Leatherby's Family Creamery,68,3.5,$$,40.52630836,-111.880083,Draper,UT,42274,11
UGURT,31,4,$,40.764824,-111.852719,Salt Lake City,UT,186440,19
Leatherby's Family Creamery,101,4,$,40.6541799,-111.94199,Taylorsville,UT,58652,23
Nielsen's Frozen Custard,81,4,$,40.8617439,-111.8942413,Bountiful,UT,42552,14
Menchie's Frozen Yogurt,37,4,$,40.5582851,-111.93801,South Jordan,UT,50418,15
Iceberg Dive Inn,106,3.5,$,40.686759,-111.865764,Salt Lake City,UT,186440,22
Top It Frozen Yogurt,25,4,$,40.668532,-111.823582,Holladay,UT,26472,24
Sub Zero Ice Cream and Yogurt,43,3.5,$$,40.64913,-111.86627,Murray,UT,46746,23
The Park 5,16,4,$,40.6868363,-111.8254539,Holladay,UT,26472,22
U-Swirl Frozen Yogurt & Rocky Mountain Chocolate Factory,35,3.5,$,40.52708,-111.88366,Draper,UT,42274,11
The Baked Bear,74,3.5,$,40.38842238,-111.8299956,Lehi,UT,47407,11
Culver's,97,4,$,40.38807,-111.8283641,Lehi,UT,47407,11
La Bonita,9,4.5,$,40.71752,-111.93964,Salt Lake City,UT,186440,21
Sub Zero Ice Cream & Yogurt,10,4.5,$$,40.57134616,-111.872311,Sandy,UT,87461,18
Leatherby's Family Creamery,21,4,$,40.61077881,-111.912117,Midvale,UT,27964,23
Cold Stone Creamery,15,2.5,$,40.72002029,-111.5402756,Park City,UT,7558,5
The Penguin Brothers,26,4.5,$,40.25119,-111.656443,Provo,UT,112488,32
Tropical Dreams Ice Cream,24,4,$,40.74956,-111.86444,Salt Lake City,UT,186440,20
Dog Haus,181,4,$,40.56479339,-111.8902648,Sandy,UT,87461,15
Tcby,31,4,$,40.72143,-111.85414,Salt Lake City,UT,186440,21
Red Fuego,42,4.5,$,40.3118501,-111.6759287,Orem,UT,88328,32
BYU Creamery,111,4,$,40.2501,-111.64349,Provo,UT,112488,32
Roll With It Creamery,57,3.5,$,40.2341,-111.65756,Provo,UT,112488,32
D Bar Ice Cream,21,3.5,$,40.7548,-111.88791,Salt Lake City,UT,186440,19
Leatherby's Family Creamery,58,3,$,40.77108,-111.912216,Salt Lake City,UT,186440,22
Cold Stone Creamery & Rocky Mountain Chocolate Factory,8,4.5,$$,40.37338,-111.78662,American Fork,UT,26263,18
Cold Stone Creamery,21,3.5,$$,40.6230741,-111.8581104,Midvale,UT,27964,23
Smart Cookie Company,30,4,$,40.378703,-111.81908,American Fork,UT,26263,16
Yogurtland,39,4,$,40.2732351,-111.682343,Orem,UT,88328,35
The Baked Bear,35,3.5,$,40.98462505,-111.9092647,Farmington,UT,18275,15
Menchie's,6,5,$,40.5267042,-111.8759224,Draper,UT,42274,11
Normal Ice Cream,6,4,$$,40.76031113,-111.8882217,Salt Lake City,UT,186440,19
Yogurtland,9,4.5,$,40.88682787,-111.8943387,Bountiful,UT,42552,14
Farr's Fresh,4,5,$,40.45267489,-109.5473989,Vernal,UT,9089,3
Freddy's Frozen Custard & Steakburgers,6,4,$,40.43819034,-109.5663279,Vernal,UT,9089,3
BedRock Depot,24,4.5,$,40.2467673,-109.0113816,Dinosaur,CO,339,2
Shivers And Jitters,4,5,$,40.45446,-109.53859,Vernal,UT,9089,3
Dairy Queen,2,3,$,40.46071,-106.82208,Steamboat Springs,CO,12088,2
Cold Stone Creamery,5,2.5,N/A,40.4862175,-106.8354721,Steamboat Springs,CO,12088,2
Dairy King,7,4,$,40.252846,-105.824722,Grand Lake,CO,471,6
Polly's Sweet Shop,4,4,$,40.251111,-105.8176324,Grand Lake,CO,471,6
The Hub Coffee & Cones,54,3.5,$,40.251694,-105.821674,Grand Lake,CO,471,6
Walrus Ice Cream Company Inc,113,4,$,40.586622,-105.07795,Fort Collins,CO,143986,10
Kilwins Chocolates & Ice Cream,65,4,$$,40.58651733,-105.0765076,Fort Collins,CO,143986,10
Paciugo Gelato Caffe,23,4.5,$,40.41586698,-104.9893468,Loveland,CO,66859,19
Jenny's Malt Shop & Diner Featuring Tropical Sno,7,4.5,$,40.4139149,-104.6939119,Greeley,CO,92889,10
Scrumptious,35,4,$,40.16789356,-105.1023224,Longmont,CO,86270,12
Revolution Artisan Pops,7,4.5,$,40.58515,-105.07652,Fort Collins,CO,143986,10
TCBY,7,4,$$,40.39507493,-104.7526431,Greeley,CO,92889,10
Menchie's,12,3.5,$,40.40891631,-105.0072647,Loveland,CO,66859,18
Dairy Delite,24,4,$,40.40694,-105.11953,Loveland,CO,66859,14
Cold Stone Creamery,4,3.5,$$,40.3952054,-104.7549517,Greeley,CO,92889,10
Cold Stone Creamery,5,3.5,$,40.52282981,-105.0429533,Fort Collins,CO,143986,18
Ben & Jerry's,16,3.5,$$,40.5873223,-105.076083,Ft. Collins,CO,N/A,10
Baskin Robbins,8,3,$$,40.40674932,-104.735024,Greeley,CO,92889,10
TCBY Frozen Yogurt - Troutman,20,2.5,$,40.5288838,-105.0773781,Fort Collins,CO,143986,12
Freddy's Frozen Custard & Steakburgers,40,3.5,$,40.406795,-105.0279399,Loveland,CO,66859,14
Freddy's Frozen Custard & Steakburgers,23,3,$,40.5245018,-104.9887619,Timnath,CO,625,15
The Human Bean,12,5,$,40.42295,-104.74002,Greeley,CO,92889,11
Cold Stone,4,3.5,$,40.38078777,-105.0990673,Loveland,CO,66859,13
Freddy's Frozen Custard & Steakburgers,48,4,$,40.1992877,-105.1019363,Longmont,CO,86270,14
Mary's Mountain Cookies,9,4,$,40.411161,-104.990639,Loveland,CO,66859,18
Culver's,21,3,$,40.40644,-104.98077,Johnstown,CO,9887,15
Cold Stone Creamery,15,2.5,$,40.57835007,-105.0778656,Fort Collins,CO,143986,10
Culvers Restaurant,11,3,$,40.38746,-104.73562,Greeley,CO,92889,10
Goobers Ice Cream,7,4,$,40.33049011,-104.8577652,Milliken,CO,5610,12
Dairy Queen,9,3,$$,40.40699,-105.07265,Loveland,CO,66859,14
Jo To Go,12,5,$,40.30407965,-105.1028544,Berthoud,CO,5105,16
Baskin Robbins,9,2,$,40.4218356,-105.0743328,Loveland,CO,66859,15
Dairy Queen,3,3.5,$,40.39558411,-104.7495117,Greeley,CO,92889,10
Dairy Queen,4,3,$,40.52423477,-105.0500565,Fort Collins,CO,143986,15
Dairy Queen,4,3.5,$,40.42260742,-104.7312622,Greeley,CO,92889,11
Dairy Queen,1,3,N/A,40.54247665,-105.0727997,Fort Collins,CO,143986,10
Good Times Burgers & Frozen Custard,5,4,$$,40.4069647,-105.0734335,Loveland,CO,66859,14
Dairy Queen,6,2,$$,40.47921753,-104.9214935,Windsor,CO,18644,10
Marty's Calzone & Ice Cream,5,4.5,$,40.21368317,-104.8212889,Platteville,CO,2485,1
Cold Stone Creamery,11,3,$$,40.1472,-105.13152,Longmont,CO,86270,12
Twisted Roots Yogurt,3,5,$,40.19047034,-105.103061,Longmont,CO,86270,14
Hot Rod Coffee & Ice Cream Parlor,1,5,$,40.52626038,-104.7136841,Eaton,CO,4365,5
Baskin Robbins,4,2.5,$$,40.18816757,-105.076355,Longmont,CO,86270,12
Dairy Queen,4,4,$,40.19361,-105.10293,Longmont,CO,86270,14
Good Times Burgers & Frozen Custard,13,3,$,40.15556153,-104.9738529,Firestone,CO,10147,11
Culver's,12,4,$,40.14867716,-105.1306415,Longmont,CO,86270,12
Tropical Sno,1,4,N/A,40.4139149,-104.6939119,Greeley,CO,92889,10
Sonic Drive In,22,1,$,40.40554428,-105.0439453,Loveland,CO,66859,14
Good Times Burgers & Frozen Custard,16,2.5,$$,40.15198135,-105.0979843,Longmont,CO,86270,13
Dairy Queen,5,2,$,40.16967,-105.10216,Longmont,CO,86270,12
Conehead Ice Cream,2,3,$,40.30437799,-105.087248,Berthoud,CO,5105,16
La Michoacana,1,2,N/A,40.196598,-105.101325,Longmont,CO,86270,14
La Michoacana Ice Cream Parlor,2,5,$$,40.24926834,-103.8012689,Fort Morgan,CO,11315,4
Dairy Queen,14,2.5,$,40.26240921,-103.8010559,Fort Morgan,CO,11315,4
The Daily Scoop,3,4,$,40.8595412,-99.985376,Cozad,NE,3977,2
Dairy Queen,3,2.5,$,40.85067,-99.9855,Cozad,NE,3977,2
Topperz,2,3.5,N/A,40.6980209,-99.0990982,Kearney,NE,30787,6
Culver's,8,4,$,40.7239418,-99.08441925,Kearney,NE,30787,6
Big Apple Fun Center,6,3.5,$$,40.67828067,-99.08911318,Kearney,NE,30787,6
Baskin Robbins,1,4,N/A,40.698982,-99.123306,Kearney,NE,30787,6
Dairy Queen,2,4,$$,40.43767,-99.37698,Holdrege,NE,5495,1
Dairy Queen,2,2.5,$$,40.6775499,-99.08375,Kearney,NE,30787,6
Dairy Queen,5,2,$,40.7123599,-99.08334,Kearney,NE,30787,6
Big Red Treats,2,4.5,N/A,40.92796614,-98.35651372,Grand Island,NE,48520,4
Dairy Queen,3,3.5,$,40.90671921,-98.34064484,Grand Island,NE,48520,4
Ivanna Cone,137,4,$,40.81443787,-96.7110672,Lincoln,NE,258379,34
C And L Dairy Sweet,7,4.5,$,40.784103,-96.750031,Lincoln,NE,258379,34
Neveria Arcoiris,6,4.5,$,40.8059969,-96.70609842,Lincoln,NE,258379,34
Yogurtini,21,3.5,$,40.814111,-96.655229,Lincoln,NE,258379,32
Shivers Sweets N Treats,9,5,$,40.7794782,-96.7030054,Lincoln,NE,258379,34
UNL Dairy Store,26,4,$,40.8288634,-96.667132,Lincoln,NE,258379,32
Zesto,7,4,$,40.792037,-96.705184,Lincoln,NE,258379,34
The Drift,2,5,N/A,40.81505,-96.70078,Lincoln,NE,258379,34
Dairy Joe's,3,4.5,$,40.81333923,-96.83240509,Lincoln,NE,258379,21
Cherry On Top,9,3.5,$$,40.7388,-96.6801376,Lincoln,NE,258379,26
Topper Popper,9,4.5,N/A,40.82729,-96.63007,Lincoln,NE,258379,32
Zesto,3,4.5,$,40.73758,-96.70026,Lincoln,NE,258379,28
Dairy Joe's,1,5,N/A,40.81333923,-96.83240509,Lincoln,NE,258379,21
Cold Stone Creamery,6,2.5,$,40.74214554,-96.67858887,Lincoln,NE,258379,26
Rita's Italian Ice,3,3.5,$$,40.828674,-96.608599,Lincoln,NE,258379,32
Goodrich Famous Ice Cream,2,4.5,$,40.7700615,-96.653717,Lincoln,NE,258379,32
Dairy Queen,5,3,$,40.87838,-96.68246,Lincoln,NE,258379,28
Dairy Queen Grill & Chill,6,4,$,40.75681165,-96.70096714,Lincoln,NE,258379,28
Freddy's Frozen Custard & Steakburgers,3,3,$,40.72607803,-96.67681885,Lincoln,NE,258379,26
